,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,OID_TRACT_20,GEOID_TRACT_20,NAMELSAD_TRACT_20,AREALAND_TRACT_20,AREAWATER_TRACT_20,MTFCC_TRACT_20,FUNCSTAT_TRACT_20,OID_TRACT_10,GEOID_TRACT_10,NAMELSAD_TRACT_10,AREALAND_TRACT_10,AREAWATER_TRACT_10,MTFCC_TRACT_10,FUNCSTAT_TRACT_10,AREALAND_PART,AREAWATER_PART
164,1400000US13073030401,Georgia,Columbia County,0,2615,1001,0,94.0,3.59,0,0,0,0,0,0,7.4,70882.0,1,1,0,0,0,1,0,0,1015.0,1015.0,,417.0,417.0,,2615.0,100.0,816.0,31.19,505.0,19.31,463.0,17.71,2118.0,80.99,442.0,16.9,8.0,0.31,1.0,0.04,12.0,0.46,34.0,1.3,44.0,1.68,44.0,4.44,46.0,4.64,2615.0,100.0,816.0,31.19,505.0,19.31,463.0,17.71,2118.0,80.99,442.0,16.9,8.0,0.31,1.0,0.04,12.0,0.46,34.0,1.3,44.0,1.68,44.0,4.44,46.0,4.64,1015.0,38.83,417.0,15.96,190.0,7.26,200.0,7.64,945.0,36.16,39.0,1.5,1.0,0.03,1.0,0.03,9.0,0.34,20.0,0.78,21.0,0.8,1.0,0.14,17.0,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,827.0,505.0,463.0,2118.0,442.0,8.0,1.0,12.0,34.0,44.0,46.0,43.0,207903708053924.0,13073030401,Census Tract 304.01,147329826.0,39564694.0,G5020,S,207403708053924.0,13073030401,Census Tract 304.01,147329826.0,39564694.0,G5020,S,147329826.0,39564694.0
165,1400000US13073030503,Georgia,Columbia County,0,6751,2517,0,0.0,0.0,0,0,0,0,1,0,15.4,74131.0,0,0,0,0,0,0,0,1,,,,,,,6500.0,96.28,1886.0,27.94,1588.0,23.52,775.0,11.48,4998.0,74.03,1188.0,17.6,48.0,0.71,2.0,0.03,25.0,0.38,239.0,3.54,268.0,3.97,104.0,4.11,102.0,4.04,6090.0,90.2,1721.0,25.5,1496.0,22.16,708.0,10.49,4693.0,69.52,1099.0,16.28,41.0,0.61,2.0,0.03,23.0,0.35,231.0,3.42,259.0,3.84,90.0,3.56,94.0,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.0,1673.0,812.0,5111.0,1313.0,49.0,2.0,26.0,250.0,275.0,98.0,115.0,207903708053907.0,13073030503,Census Tract 305.03,96622846.0,75554.0,G5020,S,207403708053907.0,13073030503,Census Tract 305.03,96622846.0,75554.0,G5020,S,96622846.0,75554.0
166,1400000US13073030504,Georgia,Columbia County,0,3371,1245,0,8.0,0.24,0,0,0,0,0,0,16.8,63074.0,0,0,0,0,0,0,0,0,,,,,,,2470.0,73.28,834.0,24.74,662.0,19.63,318.0,9.44,1994.0,59.15,364.0,10.78,23.0,0.69,0.0,0.0,7.0,0.21,83.0,2.45,91.0,2.7,11.0,0.85,56.0,4.51,1682.0,49.9,583.0,17.29,423.0,12.55,228.0,6.76,1422.0,42.18,187.0,5.55,15.0,0.44,0.0,0.0,5.0,0.15,53.0,1.59,61.0,1.8,3.0,0.27,39.0,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.0,903.0,441.0,2686.0,516.0,30.0,7.0,9.0,123.0,148.0,19.0,68.0,207903708053929.0,13073030504,Census Tract 305.04,57217341.0,32405.0,G5020,S,207403708053929.0,13073030504,Census Tract 305.04,57217341.0,32405.0,G5020,S,57217341.0,32405.0
167,1400000US13073030603,Georgia,Columbia County,1,4162,1639,0,0.0,0.0,0,1,0,0,0,1,27.3,50625.0,0,1,0,1,0,0,0,0,444.0,3597.0,444.0,185.0,1585.0,185.0,3597.0,86.43,1585.0,38.07,944.0,22.69,427.0,10.27,2698.0,64.82,574.0,13.79,101.0,2.43,13.0,0.32,11.0,0.26,200.0,4.8,198.0,4.75,44.0,2.69,213.0,12.97,444.0,10.66,185.0,4.44,121.0,2.9,42.0,1.02,328.0,7.88,57.0,1.36,21.0,0.51,2.0,0.05,1.0,0.01,35.0,0.84,24.0,0.58,6.0,0.39,25.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2127.0,1111.0,473.0,3036.0,756.0,120.0,15.0,13.0,222.0,225.0,46.0,230.0,20790365647999.0,13073030603,Census Tract 306.03,4650536.0,51746.0,G5020,S,20740365647999.0,13073030603,Census Tract 306.03,4650536.0,51746.0,G5020,S,4650536.0,51746.0
168,1400000US13075960100,Georgia,Cook County,0,2151,833,0,0.0,0.0,0,0,0,0,0,1,21.3,45170.0,0,0,0,0,0,0,0,0,282.0,282.0,,134.0,134.0,,2151.0,100.0,993.0,46.18,514.0,23.9,320.0,14.88,1671.0,77.68,361.0,16.78,11.0,0.51,0.0,0.0,6.0,0.28,102.0,4.74,99.0,4.6,54.0,6.46,146.0,17.49,2151.0,100.0,993.0,46.18,514.0,23.9,320.0,14.88,1671.0,77.68,361.0,16.78,11.0,0.51,0.0,0.0,6.0,0.28,102.0,4.74,99.0,4.6,54.0,6.46,146.0,17.49,282.0,13.13,134.0,6.21,58.0,2.7,62.0,2.86,267.0,12.4,5.0,0.23,1.0,0.05,0.0,0.0,1.0,0.05,9.0,0.41,8.0,0.35,7.0,0.81,21.0,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,514.0,320.0,1671.0,361.0,11.0,0.0,6.0,102.0,99.0,54.0,145.0,2079050572521.0,13075960100,Census Tract 9601,135641877.0,3145280.0,G5020,S,2074050572521.0,13075960100,Census Tract 9601,135641877.0,3145280.0,G5020,S,135641877.0,3145280.0
169,1400000US13077170200,Georgia,Coweta County,1,7105,2668,0,0.0,0.0,0,0,0,0,1,0,10.4,63831.0,1,1,1,1,1,0,0,1,3384.0,5583.0,3384.0,1480.0,2179.0,1480.0,5583.0,78.58,2179.0,30.67,1468.0,20.66,655.0,9.21,4358.0,61.34,971.0,13.66,30.0,0.42,1.0,0.01,21.0,0.3,202.0,2.84,287.0,4.04,115.0,4.29,236.0,8.83,3384.0,47.63,1480.0,20.83,862.0,12.14,424.0,5.96,2828.0,39.81,429.0,6.04,15.0,0.22,1.0,0.01,16.0,0.22,95.0,1.34,154.0,2.17,74.0,2.79,141.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550.0,1857.0,853.0,5602.0,1140.0,34.0,3.0,23.0,303.0,379.0,159.0,314.0,20790334243814.0,13077170200,Census Tract 1702,38323131.0,505391.0,G5020,S,20740334243814.0,13077170200,Census Tract 1702,38323131.0,505391.0,G5020,S,38323131.0,505391.0
170,1400000US13077170303,Georgia,Coweta County,0,5004,1761,0,0.0,0.0,0,0,0,0,0,0,8.8,105862.0,0,0,0,0,0,0,0,0,,,,,,,5004.0,100.0,786.0,15.7,1334.0,26.66,524.0,10.47,4566.0,91.25,300.0,6.0,40.0,0.8,1.0,0.02,14.0,0.28,83.0,1.66,129.0,2.58,0.0,0.0,161.0,9.16,5004.0,100.0,786.0,15.7,1334.0,26.66,524.0,10.47,4566.0,91.25,300.0,6.0,40.0,0.8,1.0,0.02,14.0,0.28,83.0,1.66,129.0,2.58,0.0,0.0,161.0,9.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,1334.0,524.0,4566.0,300.0,40.0,1.0,14.0,83.0,129.0,0.0,180.0,207903717578426.0,13077170303,Census Tract 1703.03,59292784.0,870127.0,G5020,S,207403717578426.0,13077170303,Census Tract 1703.03,59292784.0,870127.0,G5020,S,59292784.0,870127.0
171,1400000US13077170404,Georgia,Coweta County,1,5848,2015,0,0.0,0.0,0,0,0,0,0,0,4.8,100489.0,1,1,1,1,1,0,0,0,3610.0,5103.0,3610.0,604.0,914.0,604.0,5103.0,87.26,914.0,15.62,1395.0,23.85,468.0,8.0,4332.0,74.07,485.0,8.29,98.0,1.68,0.0,0.0,21.0,0.35,167.0,2.86,230.0,3.93,0.0,0.0,55.0,2.73,3610.0,61.74,604.0,10.33,1005.0,17.19,326.0,5.58,3011.0,51.49,382.0,6.54,77.0,1.32,0.0,0.0,13.0,0.23,126.0,2.16,171.0,2.93,0.0,0.0,39.0,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.0,1599.0,533.0,4985.0,541.0,110.0,0.0,24.0,188.0,256.0,0.0,64.0,207903717578469.0,13077170404,Census Tract 1704.04,18954687.0,329417.0,G5020,S,207403717578469.0,13077170404,Census Tract 1704.04,18954687.0,329417.0,G5020,S,18954687.0,329417.0
172,1400000US13077170405,Georgia,Coweta County,1,7075,2438,0,0.0,0.0,0,0,0,0,0,0,2.2,91207.0,1,1,1,1,1,0,0,0,5441.0,6635.0,5441.0,588.0,735.0,588.0,6635.0,93.78,735.0,10.38,1847.0,26.1,675.0,9.54,5400.0,76.33,666.0,9.41,125.0,1.77,2.0,0.03,27.0,0.39,414.0,5.86,630.0,8.91,23.0,0.94,48.0,1.97,5441.0,76.9,588.0,8.31,1503.0,21.25,602.0,8.51,4465.0,63.1,543.0,7.67,111.0,1.57,2.0,0.03,24.0,0.33,297.0,4.2,465.0,6.57,18.0,0.73,40.0,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.0,1982.0,701.0,5756.0,703.0,130.0,2.0,29.0,455.0,682.0,26.0,56.0,207903717578480.0,13077170405,Census Tract 1704.05,19615263.0,257636.0,G5020,S,207403717578480.0,13077170405,Census Tract 1704.05,19615263.0,257636.0,G5020,S,19615263.0,257636.0
173,1400000US13077170502,Georgia,Coweta County,0,5579,1936,0,0.0,0.0,0,0,0,0,0,0,7.4,90360.0,0,0,0,0,0,0,0,0,,,,,,,5482.0,98.26,1153.0,20.67,1557.0,27.91,477.0,8.55,4605.0,82.55,675.0,12.1,30.0,0.54,0.0,0.0,24.0,0.43,148.0,2.65,158.0,2.83,0.0,0.0,146.0,7.56,5281.0,94.66,1097.0,19.66,1506.0,27.0,459.0,8.23,4420.0,79.22,666.0,11.94,30.0,0.54,0.0,0.0,22.0,0.39,143.0,2.57,154.0,2.76,0.0,0.0,141.0,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369.0,1578.0,493.0,4688.0,688.0,30.0,0.0,24.0,149.0,159.0,0.0,178.0,207903717578483.0,13077170502,Census Tract 1705.02,79167064.0,713121.0,G5020,S,207403717578483.0,13077170502,Census Tract 1705.02,79167064.0,713121.0,G5020,S,79167064.0,713121.0
174,1400000US13077170503,Georgia,Coweta County,1,5436,1923,0,0.0,0.0,0,0,0,0,0,0,7.8,83750.0,1,1,1,1,1,0,0,0,4053.0,5247.0,4053.0,946.0,1271.0,946.0,5247.0,96.51,1271.0,23.39,1487.0,27.35,491.0,9.04,4410.0,81.13,569.0,10.47,58.0,1.06,2.0,0.04,11.0,0.2,196.0,3.61,252.0,4.63,9.0,0.46,106.0,5.5,4053.0,74.57,946.0,17.4,1154.0,21.22,351.0,6.46,3465.0,63.75,373.0,6.86,46.0,0.85,2.0,0.04,10.0,0.18,157.0,2.89,205.0,3.76,8.0,0.43,80.0,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.0,1524.0,530.0,4566.0,595.0,59.0,2.0,16.0,198.0,254.0,9.0,122.0,207903717578497.0,13077170503,Census Tract 1705.03,70821175.0,1405051.0,G5020,S,207403717578497.0,13077170503,Census Tract 1705.03,70821175.0,1405051.0,G5020,S,70821175.0,1405051.0
175,1400000US13077170801,Georgia,Coweta County,0,5892,2057,0,0.0,0.0,0,0,0,0,1,0,6.9,69422.0,0,0,0,0,0,0,0,1,,,,,,,5892.0,100.0,1800.0,30.55,1706.0,28.95,557.0,9.45,4839.0,82.13,805.0,13.66,37.0,0.63,1.0,0.02,26.0,0.44,184.0,3.12,215.0,3.65,151.0,7.33,267.0,12.99,5892.0,100.0,1800.0,30.55,1706.0,28.95,557.0,9.45,4839.0,82.13,805.0,13.66,37.0,0.63,1.0,0.02,26.0,0.44,184.0,3.12,215.0,3.65,151.0,7.33,267.0,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.0,1706.0,557.0,4839.0,805.0,37.0,1.0,26.0,184.0,215.0,147.0,261.0,207903717578418.0,13077170801,Census Tract 1708.01,138927645.0,976247.0,G5020,S,207403717578418.0,13077170801,Census Tract 1708.01,138927645.0,976247.0,G5020,S,138927645.0,976247.0
176,1400000US13079070100,Georgia,Crawford County,0,3651,1411,0,118.0,3.23,0,0,0,0,1,0,17.0,56641.0,1,1,0,0,0,1,0,1,3173.0,3173.0,,1290.0,1290.0,,3651.0,100.0,1445.0,39.57,814.0,22.3,578.0,15.83,1791.0,49.06,1766.0,48.37,16.0,0.44,0.0,0.0,9.0,0.25,69.0,1.89,58.0,1.59,105.0,7.47,211.0,14.97,3651.0,100.0,1445.0,39.57,814.0,22.3,578.0,15.83,1791.0,49.06,1766.0,48.37,16.0,0.44,0.0,0.0,9.0,0.25,69.0,1.89,58.0,1.59,105.0,7.47,211.0,14.97,3173.0,86.9,1290.0,35.33,702.0,19.22,506.0,13.86,1571.0,43.03,1517.0,41.56,16.0,0.44,0.0,0.0,9.0,0.23,60.0,1.63,55.0,1.5,92.0,6.55,184.0,13.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.0,814.0,578.0,1791.0,1766.0,16.0,0.0,9.0,69.0,58.0,99.0,198.0,20790540548590.0,13079070100,Census Tract 701,387012421.0,1459048.0,G5020,S,20740540548590.0,13079070100,Census Tract 701,387012421.0,1459048.0,G5020,S,387012421.0,1459048.0
177,1400000US13079070201,Georgia,Crawford County,0,5851,2251,0,0.0,0.0,1,1,0,1,1,1,19.7,49042.0,1,1,0,0,0,1,0,1,1648.0,1648.0,,637.0,637.0,,5851.0,100.0,2232.0,38.14,1292.0,22.08,727.0,12.43,5338.0,91.23,383.0,6.55,10.0,0.17,1.0,0.02,19.0,0.32,100.0,1.71,108.0,1.85,103.0,4.59,340.0,15.1,5851.0,100.0,2232.0,38.14,1292.0,22.08,727.0,12.43,5338.0,91.23,383.0,6.55,10.0,0.17,1.0,0.02,19.0,0.32,100.0,1.71,108.0,1.85,103.0,4.59,340.0,15.1,1648.0,28.17,637.0,10.88,342.0,5.85,207.0,3.54,1440.0,24.61,168.0,2.87,5.0,0.08,0.0,0.0,6.0,0.11,30.0,0.51,26.0,0.45,64.0,2.83,99.0,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,2077.0,1292.0,727.0,5338.0,383.0,10.0,1.0,19.0,100.0,108.0,103.0,335.0,207903717523274.0,13079070201,Census Tract 702.01,225462327.0,1266527.0,G5020,S,207403717523274.0,13079070201,Census Tract 702.01,225462327.0,1266527.0,G5020,S,225462327.0,1266527.0
178,1400000US13079070202,Georgia,Crawford County,0,3128,1160,0,15.0,0.48,0,0,0,0,0,1,22.8,43750.0,0,0,0,0,0,0,0,0,299.0,299.0,,150.0,150.0,,3128.0,100.0,1664.0,53.18,762.0,24.36,357.0,11.41,2299.0,73.5,669.0,21.39,7.0,0.22,7.0,0.22,30.0,0.96,116.0,3.71,135.0,4.32,76.0,6.56,251.0,21.62,3128.0,100.0,1664.0,53.18,762.0,24.36,357.0,11.41,2299.0,73.5,669.0,21.39,7.0,0.22,7.0,0.22,30.0,0.96,116.0,3.71,135.0,4.32,76.0,6.56,251.0,21.62,299.0,9.57,150.0,4.8,82.0,2.63,29.0,0.94,181.0,5.8,113.0,3.61,2.0,0.07,0.0,0.0,1.0,0.03,2.0,0.06,1.0,0.02,0.0,0.02,24.0,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.0,762.0,357.0,2299.0,669.0,7.0,7.0,30.0,116.0,135.0,76.0,237.0,207903717523256.0,13079070202,Census Tract 702.02,229049296.0,1261354.0,G5020,S,207403717523256.0,13079070202,Census Tract 702.02,229049296.0,1261354.0,G5020,S,229049296.0,1261354.0
179,1400000US13081010100,Georgia,Crisp County,0,4130,1579,0,240.0,5.81,0,0,0,1,1,1,35.4,40977.0,0,0,0,0,0,0,0,1,0.0,0.0,,0.0,0.0,,4123.0,99.82,2383.0,57.7,1054.0,25.53,809.0,19.58,2319.0,56.15,1612.0,39.03,15.0,0.36,0.0,0.0,8.0,0.19,169.0,4.09,185.0,4.48,308.0,19.51,371.0,23.49,2398.0,58.06,1232.0,29.84,551.0,13.35,440.0,10.65,1759.0,42.59,518.0,12.53,14.0,0.34,0.0,0.0,7.0,0.17,100.0,2.43,111.0,2.7,148.0,9.37,223.0,14.14,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2066.0,1056.0,810.0,2323.0,1615.0,15.0,0.0,8.0,169.0,185.0,277.0,369.0,20790366192550.0,13081010100,Census Tract 101,85529358.0,927809.0,G5020,S,20740366192550.0,13081010100,Census Tract 101,85529358.0,927809.0,G5020,S,85529358.0,927809.0
180,1400000US13081010201,Georgia,Crisp County,0,5483,2086,0,262.0,4.78,0,0,0,0,0,1,26.4,39500.0,0,0,0,0,0,0,0,0,,,,,,,4395.0,80.16,2395.0,43.68,1100.0,20.05,517.0,9.42,2400.0,43.76,1919.0,35.01,5.0,0.08,0.0,0.0,8.0,0.14,64.0,1.17,79.0,1.44,79.0,3.77,495.0,23.75,2839.0,51.77,1334.0,24.32,622.0,11.34,361.0,6.58,1979.0,36.1,806.0,14.7,2.0,0.04,0.0,0.0,4.0,0.08,47.0,0.85,70.0,1.27,26.0,1.26,317.0,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514.0,1395.0,648.0,2634.0,2748.0,5.0,0.0,8.0,88.0,95.0,123.0,511.0,207903717286873.0,13081010201,Census Tract 102.01,200603676.0,9547690.0,G5020,S,207403717286873.0,13081010201,Census Tract 102.01,200603676.0,9547690.0,G5020,S,200603676.0,9547690.0
181,1400000US13081010202,Georgia,Crisp County,0,2996,1078,0,0.0,0.0,0,0,0,0,0,1,22.0,41066.0,0,0,0,0,0,0,0,0,,,,,,,2373.0,79.19,1201.0,40.08,758.0,25.3,249.0,8.31,1095.0,36.53,1178.0,39.32,4.0,0.13,0.0,0.0,0.0,0.0,96.0,3.2,138.0,4.59,82.0,7.58,284.0,26.37,1914.0,63.88,963.0,32.15,632.0,21.1,179.0,5.98,903.0,30.14,915.0,30.53,2.0,0.07,0.0,0.0,0.0,0.0,94.0,3.14,135.0,4.52,60.0,5.56,224.0,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.0,975.0,309.0,1107.0,1789.0,4.0,0.0,0.0,96.0,141.0,115.0,341.0,207903717286872.0,13081010202,Census Tract 102.02,104837875.0,8571647.0,G5020,S,207403717286872.0,13081010202,Census Tract 102.02,104837875.0,8571647.0,G5020,S,104837875.0,8571647.0
182,1400000US13081010300,Georgia,Crisp County,0,3623,1454,0,1.0,0.03,0,0,0,0,0,1,20.4,43345.0,0,0,0,0,0,0,0,0,58.0,58.0,,26.0,26.0,,2931.0,80.91,1540.0,42.5,755.0,20.83,356.0,9.83,2201.0,60.75,608.0,16.77,12.0,0.33,9.0,0.25,3.0,0.08,99.0,2.73,119.0,3.28,68.0,4.65,236.0,16.24,2308.0,63.7,1081.0,29.82,586.0,16.17,284.0,7.83,1986.0,54.8,235.0,6.47,9.0,0.25,8.0,0.22,3.0,0.08,68.0,1.88,69.0,1.9,19.0,1.31,185.0,12.72,58.0,1.61,26.0,0.73,17.0,0.47,5.0,0.13,58.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,1842.0,922.0,454.0,2484.0,962.0,20.0,9.0,5.0,143.0,153.0,97.0,274.0,20790366192519.0,13081010300,Census Tract 103,138702015.0,886849.0,G5020,S,20740366192519.0,13081010300,Census Tract 103,138702015.0,886849.0,G5020,S,138702015.0,886849.0
183,1400000US13081010400,Georgia,Crisp County,1,5568,2235,0,3.0,0.05,1,1,1,1,1,1,43.7,38922.0,1,1,1,1,1,0,0,1,1336.0,3663.0,1336.0,781.0,2133.0,781.0,3663.0,65.8,2133.0,38.31,932.0,16.73,524.0,9.4,1726.0,31.0,1782.0,32.01,69.0,1.24,0.0,0.0,0.0,0.0,86.0,1.55,90.0,1.62,259.0,11.58,358.0,16.02,1336.0,23.99,781.0,14.02,346.0,6.22,182.0,3.26,828.0,14.87,470.0,8.44,23.0,0.41,0.0,0.0,0.0,0.0,15.0,0.27,8.0,0.14,94.0,4.21,126.0,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198.0,1425.0,799.0,2593.0,2709.0,134.0,0.0,7.0,125.0,136.0,404.0,511.0,20790366192566.0,13081010400,Census Tract 104,17664292.0,296425.0,G5020,S,20740366192566.0,13081010400,Census Tract 104,17664292.0,296425.0,G5020,S,17664292.0,296425.0
184,1400000US13081010500,Georgia,Crisp County,0,1639,647,0,0.0,0.0,0,0,0,0,0,0,19.7,56250.0,0,0,0,0,0,0,0,0,25.0,25.0,,13.0,13.0,,1639.0,100.0,772.0,47.12,349.0,21.29,253.0,15.44,1346.0,82.12,256.0,15.62,5.0,0.31,2.0,0.12,4.0,0.24,26.0,1.59,38.0,2.32,23.0,3.62,145.0,22.46,1639.0,100.0,772.0,47.12,349.0,21.29,253.0,15.44,1346.0,82.12,256.0,15.62,5.0,0.31,2.0,0.12,4.0,0.24,26.0,1.59,38.0,2.32,23.0,3.62,145.0,22.46,25.0,1.5,13.0,0.8,4.0,0.24,3.0,0.16,25.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,718.0,349.0,253.0,1346.0,256.0,5.0,2.0,4.0,26.0,38.0,21.0,146.0,20790366192505.0,13081010500,Census Tract 105,158899586.0,1178815.0,G5020,S,20740366192505.0,13081010500,Census Tract 105,158899586.0,1178815.0,G5020,S,158899586.0,1178815.0
185,1400000US13087970200,Georgia,Decatur County,0,2799,1118,0,6.0,0.21,0,0,0,0,0,1,25.7,64743.0,0,0,0,0,0,0,0,0,154.0,154.0,,62.0,62.0,,2799.0,100.0,1186.0,42.37,657.0,23.47,416.0,14.86,2077.0,74.21,633.0,22.62,7.0,0.25,0.0,0.0,7.0,0.25,75.0,2.68,79.0,2.82,97.0,8.65,246.0,22.01,2799.0,100.0,1186.0,42.37,657.0,23.47,416.0,14.86,2077.0,74.21,633.0,22.62,7.0,0.25,0.0,0.0,7.0,0.25,75.0,2.68,79.0,2.82,97.0,8.65,246.0,22.01,154.0,5.5,62.0,2.23,30.0,1.08,26.0,0.93,132.0,4.73,16.0,0.55,3.0,0.1,0.0,0.0,1.0,0.02,3.0,0.1,7.0,0.26,6.0,0.51,15.0,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,975.0,657.0,416.0,2077.0,633.0,7.0,0.0,7.0,75.0,79.0,90.0,228.0,2079091459067.0,13087970200,Census Tract 9702,442402269.0,36414959.0,G5020,S,2074091459067.0,13087970200,Census Tract 9702,442402269.0,36414959.0,G5020,S,442402269.0,36414959.0
186,1400000US13087970600,Georgia,Decatur County,1,5497,2217,0,112.0,2.04,0,0,0,0,0,0,12.4,71414.0,1,1,1,1,1,0,0,0,1296.0,2637.0,1296.0,203.0,538.0,203.0,2637.0,47.97,538.0,9.78,651.0,11.84,484.0,8.81,2144.0,39.01,384.0,6.99,37.0,0.68,0.0,0.0,3.0,0.06,68.0,1.23,81.0,1.47,55.0,2.49,147.0,6.64,1296.0,23.57,203.0,3.69,338.0,6.14,211.0,3.83,1004.0,18.26,235.0,4.28,27.0,0.49,0.0,0.0,1.0,0.02,29.0,0.52,33.0,0.6,10.0,0.45,69.0,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.0,1418.0,991.0,3500.0,1695.0,79.0,0.0,15.0,208.0,265.0,188.0,289.0,2079091459066.0,13087970600,Census Tract 9706,38265279.0,822555.0,G5020,S,2074091459066.0,13087970600,Census Tract 9706,38265279.0,822555.0,G5020,S,38265279.0,822555.0
